SNO,text,category,priority
100214,Firewall restricted outbound request to CRM portal.,Account,medium
100215,Firewall blocked API call to internal services.,Account,high
100216,Firewall flagged outbound connection as unauthorized.,Account,medium
100217,Unable to access Jira due to firewall restrictions.,Account,medium
100218,Firewall prevented software update from downloading.,Account,medium
100219,Firewall inspection failure while accessing VPN.,Account,medium
100220,Firewall blocked outbound traffic to SharePoint.,Account,medium
100221,Firewall limited access to third-party websites.,Account,medium
100222,Firewall certificate validation failed during login.,Account,medium
100223,Firewall blocked internal server connection request.,Account,high
100224,Unable to access external email service due to firewall.,Account,medium
100225,Firewall flagged legitimate traffic as suspicious.,Account,medium
100226,Firewall blocked remote SSH connection to server.,Account,medium
100227,Firewall restrictions prevent opening required URLs.,Account,medium
100228,Firewall policy blocked software installation attempt.,Account,medium
100229,Firewall blocked download of required attachment.,Account,medium
100230,Firewall stopping internal application from loading.,Account,high
100231,Firewall blocking essential network ports on laptop.,Account,medium
100232,Firewall blocked encrypted communication channel.,Account,medium
100233,Firewall denies connection due to outdated certificate.,Account,medium
100234,Firewall flagged file transfer as unsafe.,Account,medium
100235,Firewall blocked internal IP due to policy rule.,Account,medium
100236,Firewall prevented document sync in OneDrive.,Account,high
100237,Firewall blocking database connection request.,Account,medium
100238,Firewall classified website incorrectly and blocked access.,Account,medium
100239,Firewall rejected secure connection due to policy.,Account,medium
100240,Firewall blocked incoming request despite proper credentials.,Account,high
100241,Email inbox full and cannot receive new messages.,Other,medium
100242,Outlook showing mailbox quota exceeded warning.,Other,medium
100243,Unable to send emails due to storage limit reached.,Other,medium
100244,Mailbox is over capacity and blocks incoming mail.,Other,medium
100245,Email failing because mailbox has reached maximum size.,Other,medium
100246,Outlook not syncing due to quota restrictions.,Other,medium
100247,"Storage quota reached, attachments cannot be downloaded.",Other,medium
100248,Mailbox refuses new messages until space is freed.,Other,medium
100249,Email bounce message says recipient quota exceeded.,Other,medium
100250,Unable to open mailbox because storage is full.,Other,medium
100251,Mailbox synchronizing slowly due to full capacity.,Other,medium
100252,Cannot archive emails due to storage limitation.,Other,medium
100253,Email attachments rejected due to insufficient quota.,Other,medium
100254,Inbox size too large causing email delays.,Other,medium
100255,Mailbox cleanup tool not reducing storage.,Other,low
100256,Outlook keeps warning about mailbox size threshold.,Other,medium
100257,Unable to save drafts due to quota issues.,Other,medium
100258,Emails automatically deleted due to storage limit.,Other,medium
100259,Email history not loading because mailbox is too big.,Other,medium
100260,Cannot attach files due to quota exceeded.,Other,medium
100261,Mailbox quota reached after receiving large emails.,Other,medium
100262,Unable to send meeting invites because mailbox full.,Other,medium
100263,Mailbox full even after deleting old items.,Other,medium
100264,Archive folder also reached storage limit.,Other,medium
100265,Email delivery delayed by insufficient space.,Other,medium
100266,Outlook crashes when mailbox is too large.,Other,medium
100267,Calendar sync blocked due to mailbox limit.,Other,medium
100268,Emails stuck in outbox due to quota reached.,Other,medium
100269,Cannot move messages to archive due to space issue.,Other,medium
100270,Inbox search not working due to large mailbox.,Other,medium
100271,Mailbox rules not applying because storage exceeded.,Other,medium
100272,Unable to download attachments from email.,Other,medium
100273,Outlook offline due to mailbox capacity.,Other,medium
100274,Not receiving emails because mailbox full.,Other,medium
100275,Drafts folder shows insufficient space error.,Other,low
100276,Outlook displays low mailbox space warning.,Other,medium
100277,Attachments unavailable due to mailbox limit.,Other,medium
100278,Email auto-archive not functioning properly.,Other,medium
100279,Outlook taking long to open due to large mailbox.,Other,medium
100280,Mailbox over capacity after software updates.,Other,medium
100281,Request to install Microsoft Visio on my laptop.,Other,medium
100282,Need installation of Adobe Acrobat for PDF editing.,Other,medium
100283,Requesting installation of SQL Server Management Studio.,Other,medium
100284,Unable to install Teams plugin without admin rights.,Other,high
100285,Need to install Java JDK for development work.,Other,medium
100286,Request approval for installation of VPN client.,Other,medium
100287,Requesting latest version of Google Chrome.,Other,low
100288,Unable to install software due to permission restrictions.,Other,medium
100289,Need installation of Microsoft Project for planning tasks.,Other,medium
100290,Request to update older version of Outlook.,Other,medium
100291,Unable to download required software from portal.,Other,medium
100292,Need to install Python for data analysis work.,Other,medium
100293,Requesting installation of Git for version control.,Other,medium
100294,Need to install VMware Workstation on laptop.,Other,medium
100295,Request to install Adobe Photoshop for design tasks.,Other,medium
100296,Unable to update Teams to latest version.,Other,medium
100297,Request installation of Notepad++ for editing scripts.,Other,medium
100298,Need approval for installation of licensed software.,Other,medium
100299,Requesting installation of antivirus software update.,Other,medium
100300,Unable to install Outlook plugin due to restrictions.,Other,medium
100301,Need installation of Tableau desktop tool.,Other,medium
100302,Request approval to install Chrome extensions.,Other,low
100303,Need to install Node.js for development project.,Other,medium
100304,Requesting installation of SAP GUI client.,Other,medium
100305,Unable to install printer driver without admin access.,Other,medium
100306,Request to install Slack desktop application.,Other,medium
100307,Need installation of Zoom desktop client.,Other,medium
100308,Request for Microsoft Edge installation.,Other,medium
100309,Unable to update Java runtime on laptop.,Other,medium
100310,Need installation of Visual Studio Code editor.,Other,medium
100311,Request installation of Power BI desktop.,Other,medium
100312,Software installation request pending approval.,Other,medium
100313,Need installation of password manager tool.,Other,medium
100314,Unable to install drivers for new hardware.,Other,medium
100315,Requesting installation of Citrix workspace.,Other,medium
100316,Need installation of SQL client tools.,Other,medium
100317,Unable to update applications due to admin rights.,Other,medium
100318,Request installation of developer toolkit.,Other,medium
100319,Need to install browser plugin to access intranet.,Other,medium
100320,Request to install virtualization software.,Other,high
100321,Access denied when trying to open Salesforce dashboard.,Account,high
100322,Permission denied while accessing shared network drive.,Account,medium
100323,Unable to view documents due to restricted access.,Account,medium
100324,Access blocked to internal CRM portal on laptop.,Account,medium
100325,Permission request pending for accessing SharePoint folder.,Account,low
100326,Access denied error while opening confidential documents.,Account,high
100327,Unable to edit shared Excel file due to permission issue.,Account,medium
100328,Access denied when connecting to internal database.,Account,medium
100329,Unable to delete old files due to restricted permissions.,Account,medium
100330,Permission required to view archived email folders.,Account,medium
100331,Access blocked by system administrator settings.,Account,medium
100332,Permission denied while installing software update.,Account,medium
100333,Cannot change printer settings due to restricted access.,Account,medium
100334,Access denied when trying to upload attachments.,Account,medium
100335,User not authorized to view sensitive records.,Account,high
100336,Permission request required for editing documents.,Account,medium
100337,Unable to add new contacts in CRM due to restrictions.,Account,medium
100338,Access blocked when opening intranet site.,Account,medium
100339,Permission denied to access secure file location.,Account,medium
100340,Access revoked unexpectedly after password reset.,Account,medium
